full_date,meal_name,calories,protein_g,carbs_g,fat_g
2024-09-18,Post-Workout Rice Cakes,168,5,37,1
2024-09-19,Brown Rice + Veggies,334,10,63,7
2024-09-19,Lentil Soup,280,16,51,10
2024-09-19,Greek Yogurt + Berries,180,20,22,7
2024-09-19,Mixed Nuts (Snack),198,5,11,15
2024-09-19,Avocado Toast (Whole Grain),384,17,54,20
2024-09-20,Avocado Toast (Whole Grain),369,13,48,15
2024-09-20,Brown Rice + Veggies,347,11,65,7
2024-09-20,Post-Workout Rice Cakes,130,6,30,2
2024-09-21,Protein Shake,199,33,11,2
2024-09-21,Mixed Nuts (Snack),168,6,7,14
2024-09-21,Protein Shake,160,29,11,2
2024-09-21,Cheeseburger + Fries,803,31,87,37
2024-09-21,Cheeseburger + Fries,706,28,89,33
2024-09-22,Batch-cooked Chicken Breast,398,53,14,7
2024-09-22,Egg White Omelette,213,28,9,4
2024-09-22,Avocado Toast (Whole Grain),382,12,51,17
2024-09-22,Batch-cooked Chicken Breast,445,42,8,12
2024-09-23,Post-Workout Rice Cakes,162,6,28,1
2024-09-23,Lentil Soup,311,20,45,5
2024-09-23,Lentil Soup,310,19,41,11
2024-09-23,Avocado Toast (Whole Grain),394,12,42,18
2024-09-23,Lentil Soup,343,17,52,9
2024-09-24,Egg White Omelette,263,29,9,8
2024-09-24,Protein Shake,167,34,8,3
2024-09-24,Ground Turkey Bowl,489,49,41,19
2024-09-24,Ground Turkey Bowl,519,38,41,10
2024-09-24,Batch-cooked Chicken Breast,471,52,14,7
2024-09-25,Protein Shake,154,27,8,3
2024-09-25,Protein Shake,154,29,13,3
2024-09-25,Protein Shake,141,32,5,5
2024-09-26,Protein Shake,164,33,6,5
2024-09-26,Incline Walk Fuel Bar,219,11,29,5
2024-09-26,Avocado Toast (Whole Grain),356,12,51,14
2024-09-27,Lentil Soup,316,20,47,11
2024-09-27,Avocado Toast (Whole Grain),399,11,46,19
2024-09-27,Lentil Soup,314,17,50,8
2024-09-27,Lentil Soup,313,18,41,5
2024-09-28,Protein Shake,170,29,13,4
2024-09-28,Greek Yogurt + Berries,185,21,29,3
2024-09-28,Ground Turkey Bowl,505,38,39,14
2024-09-28,Egg White Omelette,225,20,7,7
2024-09-29,Egg White Omelette,210,28,7,9
2024-09-29,Protein Shake,192,25,13,4
2024-09-29,Batch-cooked Chicken Breast,471,53,17,8
2024-09-29,Batch-cooked Chicken Breast,404,46,12,13
2024-09-30,Egg White Omelette,295,29,7,8
2024-09-30,Ground Turkey Bowl,427,47,46,17
2024-09-30,Batch-cooked Chicken Breast,396,53,18,12
2024-09-30,Batch-cooked Chicken Breast,471,52,19,8
2024-10-01,Greek Yogurt + Berries,235,17,24,4
2024-10-01,Protein Shake,155,29,5,4
2024-10-01,Egg White Omelette,239,29,12,4
2024-10-02,Cheeseburger + Fries,804,34,70,47
2024-10-02,Post-Workout Rice Cakes,159,5,35,1
2024-10-02,Greek Yogurt + Berries,249,20,32,5
2024-10-02,Brown Rice + Veggies,360,9,58,7
2024-10-03,Post-Workout Rice Cakes,157,3,31,2
2024-10-03,Incline Walk Fuel Bar,257,11,37,10
2024-10-03,Lentil Soup,360,18,52,10
2024-10-04,Protein Shake,162,26,9,2
2024-10-04,Mixed Nuts (Snack),211,6,7,13
2024-10-04,Protein Shake,175,30,10,4
2024-10-05,Cheeseburger + Fries,892,32,76,39
2024-10-05,Protein Shake,182,30,8,3
2024-10-05,Mixed Nuts (Snack),204,6,6,17
2024-10-05,Mixed Nuts (Snack),217,8,7,18
2024-10-05,Cheeseburger + Fries,769,32,93,37
2024-10-06,Post-Workout Rice Cakes,136,4,35,1
2024-10-06,Protein Shake,176,27,10,3
2024-10-06,Ground Turkey Bowl,423,45,36,18
2024-10-07,Ground Turkey Bowl,483,38,32,16
2024-10-07,Greek Yogurt + Berries,217,15,29,7
2024-10-07,Egg White Omelette,226,21,14,5
2024-10-07,Egg White Omelette,207,26,12,4
2024-10-07,Egg White Omelette,280,27,9,5
2024-10-08,Ground Turkey Bowl,498,45,45,17
2024-10-08,Greek Yogurt + Berries,242,16,29,6
2024-10-08,Egg White Omelette,292,20,13,4
2024-10-08,Ground Turkey Bowl,476,41,48,11
2024-10-09,Mixed Nuts (Snack),179,5,7,13
2024-10-09,Post-Workout Rice Cakes,121,3,36,3
2024-10-09,Egg White Omelette,268,24,14,4
2024-10-09,Egg White Omelette,286,29,11,9
2024-10-10,Ground Turkey Bowl,435,49,38,18
2024-10-10,Protein Shake,195,29,10,5
2024-10-10,Greek Yogurt + Berries,224,20,26,4
2024-10-11,Batch-cooked Chicken Breast,389,48,17,12
2024-10-11,Greek Yogurt + Berries,192,20,20,6
2024-10-11,Brown Rice + Veggies,381,13,72,7
2024-10-12,Cheeseburger + Fries,812,33,74,46
2024-10-12,Mixed Nuts (Snack),211,7,6,13
2024-10-12,Mixed Nuts (Snack),218,8,10,15
2024-10-13,Batch-cooked Chicken Breast,442,53,12,8
2024-10-13,Greek Yogurt + Berries,235,16,28,4
2024-10-13,Ground Turkey Bowl,423,42,31,14
2024-10-13,Egg White Omelette,233,29,9,9
2024-10-14,Lentil Soup,312,19,43,5
2024-10-14,Post-Workout Rice Cakes,176,5,30,1
2024-10-14,Brown Rice + Veggies,385,8,66,5
2024-10-14,Incline Walk Fuel Bar,233,13,38,9
2024-10-14,Post-Workout Rice Cakes,164,4,28,3
2024-10-15,Brown Rice + Veggies,329,13,67,6
2024-10-15,Incline Walk Fuel Bar,200,14,37,11
2024-10-15,Lentil Soup,303,20,44,10
2024-10-16,Greek Yogurt + Berries,227,19,33,5
2024-10-16,Greek Yogurt + Berries,227,18,32,4
2024-10-16,Mixed Nuts (Snack),199,6,6,13
2024-10-16,Brown Rice + Veggies,376,13,71,7
2024-10-17,Mixed Nuts (Snack),186,5,8,13
2024-10-17,Protein Shake,157,28,14,3
2024-10-17,Ground Turkey Bowl,509,45,38,15
2024-10-18,Incline Walk Fuel Bar,211,11,39,8
2024-10-18,Mixed Nuts (Snack),187,7,11,15
2024-10-18,Protein Shake,177,32,14,5
2024-10-18,Brown Rice + Veggies,387,14,61,8
2024-10-18,Greek Yogurt + Berries,212,21,20,6
2024-10-19,Cheeseburger + Fries,947,33,89,40
2024-10-19,Cheeseburger + Fries,844,38,76,39
2024-10-19,Protein Shake,142,34,10,5
2024-10-19,Mixed Nuts (Snack),174,6,11,17
2024-10-20,Ground Turkey Bowl,518,49,35,16
2024-10-20,Ground Turkey Bowl,431,43,42,12
2024-10-20,Protein Shake,190,34,12,4
2024-10-20,Protein Shake,178,33,7,3
2024-10-21,Cheeseburger + Fries,807,39,78,41
2024-10-21,Mixed Nuts (Snack),162,7,6,14
2024-10-21,Protein Shake,166,28,12,5
2024-10-22,Mixed Nuts (Snack),205,6,8,18
2024-10-22,Brown Rice + Veggies,374,9,70,6
2024-10-22,Avocado Toast (Whole Grain),392,13,41,16
2024-10-22,Avocado Toast (Whole Grain),368,17,45,14
2024-10-23,Avocado Toast (Whole Grain),361,11,51,18
2024-10-23,Brown Rice + Veggies,304,8,70,7
2024-10-23,Avocado Toast (Whole Grain),377,16,45,17
2024-10-23,Incline Walk Fuel Bar,229,11,34,7
2024-10-23,Avocado Toast (Whole Grain),400,11,41,20
2024-10-24,Mixed Nuts (Snack),201,8,6,18
2024-10-24,Brown Rice + Veggies,388,13,65,7
2024-10-24,Mixed Nuts (Snack),160,5,11,17
2024-10-24,Greek Yogurt + Berries,186,20,33,6
2024-10-24,Lentil Soup,332,20,47,11
2024-10-25,Batch-cooked Chicken Breast,449,49,14,8
2024-10-25,Protein Shake,149,33,10,4
2024-10-25,Batch-cooked Chicken Breast,467,51,14,9
2024-10-25,Greek Yogurt + Berries,184,21,20,6
2024-10-26,Brown Rice + Veggies,320,12,69,6
2024-10-26,Greek Yogurt + Berries,249,18,23,7
2024-10-26,Mixed Nuts (Snack),167,8,6,17
2024-10-26,Greek Yogurt + Berries,194,21,25,7
2024-10-27,Cheeseburger + Fries,860,33,78,49
2024-10-27,Protein Shake,155,34,8,4
2024-10-27,Cheeseburger + Fries,851,31,78,32
2024-10-27,Protein Shake,168,29,11,5
2024-10-28,Lentil Soup,307,16,46,9
2024-10-28,Lentil Soup,342,20,46,5
2024-10-28,Lentil Soup,349,18,40,10
2024-10-28,Brown Rice + Veggies,331,10,65,4
2024-10-29,Brown Rice + Veggies,312,8,73,8
2024-10-29,Lentil Soup,316,18,51,5
2024-10-29,Avocado Toast (Whole Grain),391,11,43,18
2024-10-29,Brown Rice + Veggies,331,8,63,5
2024-10-30,Mixed Nuts (Snack),176,7,11,18
2024-10-30,Mixed Nuts (Snack),186,8,6,15
2024-10-30,Cheeseburger + Fries,789,30,78,41
2024-10-31,Post-Workout Rice Cakes,164,3,27,3
2024-10-31,Lentil Soup,287,19,42,9
2024-10-31,Avocado Toast (Whole Grain),428,11,46,19
2024-10-31,Post-Workout Rice Cakes,175,5,27,1
2024-11-01,Brown Rice + Veggies,364,13,63,4
2024-11-01,Brown Rice + Veggies,328,10,62,7
2024-11-01,Mixed Nuts (Snack),180,8,7,14
2024-11-01,Lentil Soup,344,15,48,9
2024-11-01,Avocado Toast (Whole Grain),385,11,52,20
2024-11-02,Batch-cooked Chicken Breast,432,54,9,10
2024-11-02,Ground Turkey Bowl,470,43,38,10
2024-11-02,Protein Shake,140,29,7,5
2024-11-02,Greek Yogurt + Berries,245,18,28,5
2024-11-02,Protein Shake,194,33,11,5
2024-11-03,Egg White Omelette,224,28,8,8
2024-11-03,Brown Rice + Veggies,330,12,67,9
2024-11-03,Cheeseburger + Fries,715,39,91,47
2024-11-03,Post-Workout Rice Cakes,172,5,37,2
2024-11-03,Lentil Soup,305,19,41,8
2024-11-04,Avocado Toast (Whole Grain),393,11,45,18
2024-11-04,Lentil Soup,301,15,52,11
2024-11-04,Greek Yogurt + Berries,249,15,26,4
2024-11-05,Avocado Toast (Whole Grain),418,15,48,17
2024-11-05,Lentil Soup,336,16,47,5
2024-11-05,Brown Rice + Veggies,362,9,69,6
2024-11-05,Lentil Soup,345,16,44,9
2024-11-06,Mixed Nuts (Snack),175,6,10,17
2024-11-06,Lentil Soup,335,16,47,10
2024-11-06,Avocado Toast (Whole Grain),360,17,43,14
2024-11-07,Batch-cooked Chicken Breast,456,47,15,9
2024-11-07,Mixed Nuts (Snack),169,8,11,18
2024-11-07,Protein Shake,165,29,11,4
2024-11-07,Protein Shake,193,31,12,5
2024-11-07,Avocado Toast (Whole Grain),421,15,51,15
2024-11-08,Incline Walk Fuel Bar,266,16,29,10
2024-11-08,Brown Rice + Veggies,372,13,60,8
2024-11-08,Lentil Soup,336,15,49,11
2024-11-08,Post-Workout Rice Cakes,120,4,34,2
2024-11-08,Brown Rice + Veggies,329,12,64,9
2024-11-09,Protein Shake,181,29,10,2
2024-11-09,Ground Turkey Bowl,443,47,44,10
2024-11-09,Ground Turkey Bowl,459,43,36,14
2024-11-09,Greek Yogurt + Berries,249,21,28,5
2024-11-10,Protein Shake,163,30,10,4
2024-11-10,Greek Yogurt + Berries,187,20,21,7
2024-11-10,Batch-cooked Chicken Breast,434,48,14,6
2024-11-11,Ground Turkey Bowl,519,40,37,13
2024-11-11,Protein Shake,190,30,7,4
2024-11-11,Batch-cooked Chicken Breast,387,51,18,7
2024-11-12,Greek Yogurt + Berries,243,21,32,6
2024-11-12,Lentil Soup,294,15,41,10
2024-11-12,Lentil Soup,373,15,50,7
2024-11-13,Lentil Soup,370,21,50,10
2024-11-13,Incline Walk Fuel Bar,234,11,30,9
2024-11-13,Avocado Toast (Whole Grain),394,11,41,21
2024-11-13,Avocado Toast (Whole Grain),432,15,46,16
2024-11-13,Lentil Soup,293,20,51,7
2024-11-14,Mixed Nuts (Snack),208,7,10,13
2024-11-14,Incline Walk Fuel Bar,239,11,29,7
2024-11-14,Mixed Nuts (Snack),187,8,6,17
2024-11-14,Lentil Soup,283,20,50,6
2024-11-15,Ground Turkey Bowl,454,48,43,12
2024-11-15,Protein Shake,177,26,12,3
2024-11-15,Ground Turkey Bowl,456,42,43,12
2024-11-16,Egg White Omelette,203,27,7,6
2024-11-16,Protein Shake,143,31,6,4
2024-11-16,Greek Yogurt + Berries,225,19,22,7
2024-11-16,Egg White Omelette,253,29,6,8
2024-11-17,Ground Turkey Bowl,495,48,31,14
2024-11-17,Egg White Omelette,282,29,11,6
2024-11-17,Egg White Omelette,262,27,10,8
2024-11-18,Ground Turkey Bowl,461,47,43,11
2024-11-18,Protein Shake,141,30,9,4
2024-11-18,Greek Yogurt + Berries,230,21,25,3
2024-11-19,Brown Rice + Veggies,369,8,65,9
2024-11-19,Lentil Soup,348,14,41,5
2024-11-19,Lentil Soup,376,15,46,8
2024-11-20,Protein Shake,177,29,9,2
2024-11-20,Cheeseburger + Fries,706,38,79,37
2024-11-20,Protein Shake,145,26,10,5
2024-11-21,Brown Rice + Veggies,388,12,65,8
2024-11-21,Lentil Soup,357,19,41,5
2024-11-21,Avocado Toast (Whole Grain),370,15,43,14
2024-11-22,Incline Walk Fuel Bar,277,16,35,5
2024-11-22,Avocado Toast (Whole Grain),427,12,42,18
2024-11-22,Lentil Soup,301,18,44,7
2024-11-23,Avocado Toast (Whole Grain),355,10,52,17
2024-11-23,Avocado Toast (Whole Grain),425,15,50,15
2024-11-23,Greek Yogurt + Berries,235,15,28,3
2024-11-23,Greek Yogurt + Berries,181,21,34,5
2024-11-24,Lentil Soup,373,16,41,7
2024-11-24,Mixed Nuts (Snack),205,7,11,14
2024-11-24,Lentil Soup,334,16,41,11
2024-11-24,Greek Yogurt + Berries,180,20,20,3
2024-11-24,Lentil Soup,323,20,52,7
2024-11-25,Protein Shake,159,30,6,5
2024-11-25,Cheeseburger + Fries,930,39,81,41
2024-11-25,Cheeseburger + Fries,845,29,93,36
2024-11-26,Brown Rice + Veggies,302,10,63,8
2024-11-26,Lentil Soup,375,19,46,5
2024-11-26,Mixed Nuts (Snack),178,6,7,18
2024-11-27,Lentil Soup,334,20,40,11
2024-11-27,Greek Yogurt + Berries,249,16,22,3
2024-11-27,Greek Yogurt + Berries,221,16,31,6
2024-11-27,Lentil Soup,308,16,54,11
2024-11-27,Mixed Nuts (Snack),182,6,6,17
2024-11-28,Ground Turkey Bowl,491,40,44,10
2024-11-28,Greek Yogurt + Berries,245,20,23,7
2024-11-28,Batch-cooked Chicken Breast,476,54,8,13
2024-11-28,Batch-cooked Chicken Breast,471,47,15,12
2024-11-29,Incline Walk Fuel Bar,265,10,32,5
2024-11-29,Brown Rice + Veggies,359,12,55,8
2024-11-29,Protein Shake,170,31,6,3
2024-11-30,Brown Rice + Veggies,373,11,74,8
2024-11-30,Incline Walk Fuel Bar,207,10,39,10
2024-11-30,Lentil Soup,377,21,43,5
2024-11-30,Brown Rice + Veggies,382,11,63,6
2024-11-30,Brown Rice + Veggies,362,8,55,6
2024-12-01,Egg White Omelette,222,22,10,9
2024-12-01,Egg White Omelette,264,28,14,8
2024-12-01,Ground Turkey Bowl,477,39,41,12
2024-12-02,Brown Rice + Veggies,393,14,62,5
2024-12-02,Avocado Toast (Whole Grain),417,13,41,16
2024-12-02,Greek Yogurt + Berries,234,21,33,3
2024-12-03,Batch-cooked Chicken Breast,463,44,12,8
2024-12-03,Greek Yogurt + Berries,248,19,27,6
2024-12-03,Ground Turkey Bowl,475,45,34,11
2024-12-03,Protein Shake,169,26,10,2
2024-12-03,Batch-cooked Chicken Breast,450,45,8,9
2024-12-04,Avocado Toast (Whole Grain),355,11,44,21
2024-12-04,Egg White Omelette,251,27,8,9
2024-12-04,Incline Walk Fuel Bar,230,10,31,11
2024-12-04,Egg White Omelette,236,29,12,7
2024-12-04,Protein Shake,187,33,6,4
2024-12-05,Brown Rice + Veggies,366,12,57,5
2024-12-05,Greek Yogurt + Berries,184,17,26,4
2024-12-05,Mixed Nuts (Snack),160,5,9,15
2024-12-05,Mixed Nuts (Snack),196,7,11,13
2024-12-06,Greek Yogurt + Berries,244,18,25,3
2024-12-06,Batch-cooked Chicken Breast,458,50,19,8
2024-12-06,Protein Shake,143,34,12,4
2024-12-06,Protein Shake,194,27,7,5
2024-12-07,Cheeseburger + Fries,837,30,74,34
2024-12-07,Mixed Nuts (Snack),194,8,7,16
2024-12-07,Cheeseburger + Fries,746,30,83,38
2024-12-07,Protein Shake,156,27,14,4
2024-12-07,Cheeseburger + Fries,801,37,75,35
2024-12-08,Greek Yogurt + Berries,229,21,31,7
2024-12-08,Mixed Nuts (Snack),176,7,10,16
2024-12-08,Avocado Toast (Whole Grain),361,15,54,16
2024-12-09,Brown Rice + Veggies,363,11,58,6
2024-12-09,Ground Turkey Bowl,451,40,30,10
2024-12-09,Ground Turkey Bowl,501,40,38,10
2024-12-10,Lentil Soup,365,19,47,8
2024-12-10,Greek Yogurt + Berries,205,20,22,5
2024-12-10,Mixed Nuts (Snack),171,5,9,15
2024-12-10,Avocado Toast (Whole Grain),449,16,44,14
2024-12-10,Lentil Soup,363,19,43,6
2024-12-11,Greek Yogurt + Berries,219,20,27,5
2024-12-11,Avocado Toast (Whole Grain),401,15,50,16
2024-12-11,Mixed Nuts (Snack),189,6,10,18
2024-12-11,Mixed Nuts (Snack),207,5,7,15
2024-12-11,Brown Rice + Veggies,392,11,69,9
2024-12-12,Batch-cooked Chicken Breast,472,51,15,12
2024-12-12,Protein Shake,159,32,6,2
2024-12-12,Batch-cooked Chicken Breast,416,49,8,12
2024-12-12,Ground Turkey Bowl,437,45,46,15
2024-12-13,Protein Shake,150,27,8,4
2024-12-13,Mixed Nuts (Snack),201,6,8,15
2024-12-13,Cheeseburger + Fries,784,30,89,39
2024-12-13,Protein Shake,152,33,7,3
2024-12-14,Ground Turkey Bowl,479,41,39,13
2024-12-14,Batch-cooked Chicken Breast,389,45,16,13
2024-12-14,Egg White Omelette,268,21,13,6
2024-12-14,Batch-cooked Chicken Breast,429,44,18,6
2024-12-14,Batch-cooked Chicken Breast,398,45,14,11
2024-12-15,Lentil Soup,338,21,40,7
2024-12-15,Avocado Toast (Whole Grain),381,16,46,17
2024-12-15,Brown Rice + Veggies,393,8,68,4
2024-12-15,Greek Yogurt + Berries,249,15,23,6
2024-12-16,Brown Rice + Veggies,367,12,70,4
2024-12-16,Lentil Soup,288,17,49,9
2024-12-16,Mixed Nuts (Snack),203,5,10,17
2024-12-17,Greek Yogurt + Berries,211,19,27,3
2024-12-17,Avocado Toast (Whole Grain),363,11,54,19
2024-12-17,Greek Yogurt + Berries,241,20,33,3
2024-12-17,Lentil Soup,370,20,47,5
2024-12-17,Mixed Nuts (Snack),174,5,8,13
2024-12-18,Cheeseburger + Fries,860,30,88,33
2024-12-18,Protein Shake,166,34,10,2
2024-12-18,Mixed Nuts (Snack),165,7,8,15
2024-12-19,Brown Rice + Veggies,300,9,67,8
2024-12-19,Greek Yogurt + Berries,206,19,23,3
2024-12-19,Brown Rice + Veggies,338,12,65,4
2024-12-19,Greek Yogurt + Berries,214,21,25,4
2024-12-19,Avocado Toast (Whole Grain),361,16,50,20
2024-12-20,Batch-cooked Chicken Breast,435,47,15,9
2024-12-20,Brown Rice + Veggies,397,14,70,5
2024-12-20,Protein Shake,183,28,5,4
2024-12-20,Post-Workout Rice Cakes,144,6,31,1
2024-12-20,Post-Workout Rice Cakes,150,6,25,2
2024-12-21,Incline Walk Fuel Bar,207,15,33,11
2024-12-21,Lentil Soup,378,14,52,9
2024-12-21,Avocado Toast (Whole Grain),431,17,41,17
2024-12-21,Avocado Toast (Whole Grain),397,12,45,18
2024-12-21,Post-Workout Rice Cakes,141,5,37,2
2024-12-22,Lentil Soup,305,18,43,8
2024-12-22,Brown Rice + Veggies,353,11,72,6
2024-12-22,Lentil Soup,285,21,50,7
2024-12-22,Mixed Nuts (Snack),215,5,6,15
2024-12-23,Ground Turkey Bowl,435,41,33,10
2024-12-23,Greek Yogurt + Berries,205,19,23,6
2024-12-23,Egg White Omelette,268,26,11,6
2024-12-23,Protein Shake,178,29,14,3
2024-12-24,Lentil Soup,312,21,44,9
2024-12-24,Incline Walk Fuel Bar,261,16,35,8
2024-12-24,Brown Rice + Veggies,334,13,68,4
2024-12-25,Protein Shake,162,33,5,2
2024-12-25,Mixed Nuts (Snack),218,7,9,16
2024-12-25,Mixed Nuts (Snack),199,7,7,16
2024-12-25,Cheeseburger + Fries,758,32,80,31
2024-12-26,Mixed Nuts (Snack),161,6,10,18
2024-12-26,Greek Yogurt + Berries,191,21,33,4
2024-12-26,Avocado Toast (Whole Grain),449,12,48,18
2024-12-26,Lentil Soup,324,14,42,11
2024-12-27,Brown Rice + Veggies,336,11,56,7
2024-12-27,Post-Workout Rice Cakes,150,4,36,2
2024-12-27,Lentil Soup,325,15,43,10
2024-12-27,Brown Rice + Veggies,359,8,65,6
2024-12-27,Incline Walk Fuel Bar,207,16,33,10
2024-12-28,Post-Workout Rice Cakes,147,4,32,3
2024-12-28,Post-Workout Rice Cakes,132,6,30,2
2024-12-28,Brown Rice + Veggies,315,14,72,9
2024-12-28,Lentil Soup,306,16,52,6
2024-12-28,Lentil Soup,291,20,51,8
2024-12-29,Greek Yogurt + Berries,209,18,21,7
2024-12-29,Avocado Toast (Whole Grain),357,10,53,20
2024-12-29,Mixed Nuts (Snack),212,7,6,15
2024-12-30,Ground Turkey Bowl,515,42,43,12
2024-12-30,Greek Yogurt + Berries,221,20,24,7
2024-12-30,Protein Shake,176,30,9,5
2024-12-30,Greek Yogurt + Berries,181,17,30,4
